"Wild.type.untreated.rep1"	"Wild.type.untreated.rep2"	"Wild.type.untreated.rep3"	"Wild.type.untreated.rep4"	"Wild.type.untreated.rep5"	"Wild.type.antibiotic.treated.rep1"	"Wild.type.antibiotic.treated.rep2"	"Wild.type.antibiotic.treated.rep3"	"Wild.type.antibiotic.treated.rep4"	"Wild.type.antibiotic.treated.rep5"
"KCNAB3"	5.70185	5.49712	5.540016	5.792098	5.692839	5.545242	5.515425	5.56656	5.458614	5.540519
"ZNF12"	7.110941	7.247116	7.462492	7.736821	8.097043	7.657197	7.921514	7.854876	7.963751	8.004836
"NXF2B"	5.714092	5.536795	5.572575	5.672508	5.912634	5.463248	5.573509	5.729259	5.501491	5.454453
"NRTN"	5.813051	5.581433	5.610686	5.800184	5.880831	5.585749	5.779851	5.852941	5.604629	5.731128
"B3GNT7"	7.27335	7.79945	7.407748	7.840068	9.136311	7.904813	8.654658	8.959311	8.300238	8.285719
"POLD1"	8.600225	8.393112	7.683629	7.524449	7.72791	7.084879	8.182574	8.026279	7.324974	7.470674
"CRCP"	7.771312	7.746961	7.993256	7.734693	7.905276	7.606368	8.167394	7.735603	7.977175	7.887196
"MED9"	6.974732	6.84551	6.77743	6.900108	6.919708	6.722166	7.25961	6.817136	6.977324	6.977579
"MRPS34"	10.628002	10.538331	10.323475	10.285251	10.311777	10.954732	10.857774	10.376969	10.11598	10.4305
"CA4"	12.344786	11.93275	12.427054	12.950815	12.712709	12.285074	12.987666	12.427054	12.847445	12.75313
"NELFB"	7.905324	7.759991	7.780625	7.782423	7.80139	7.904337	8.262352	8.091639	8.168901	8.063988
"ZNF790"	5.888541	5.623234	6.026164	6.045383	6.148146	5.792664	5.81878	5.983502	5.977172	5.917904
"SYNGR3"	5.783777	5.590751	5.550977	5.715751	5.70724	5.516183	5.476814	5.732172	5.611377	5.518593
"KCTD15"	5.771899	5.642179	5.704253	5.736802	5.742309	5.729259	5.490659	5.631824	5.618216	5.747782
"AKT2"	5.799049	5.946344	5.921019	6.170675	5.710915	5.762462	5.794665	5.752463	5.895776	5.736374
"NRN1L"	5.558824	5.56379	5.500268	5.460888	5.675677	5.541777	5.558999	5.536489	5.479733	5.486857
"CHRM3"	5.74102	5.81074	6.190189	5.959827	5.776473	5.650823	5.882644	5.558922	5.790866	5.839133
"TPPP3"	8.179961	7.873075	6.866612	7.447168	8.678502	8.001036	8.928132	8.726163	8.959311	8.815323
"BUB3"	6.488263	6.283653	6.43064	6.659883	6.710997	6.466895	6.799774	6.426665	6.419449	6.681098
"GPAM"	5.723126	5.846329	5.66052	5.505007	5.540081	5.759134	5.724667	5.845484	5.903546	5.731706
"FSCN2"	5.709602	5.701608	5.684148	5.67972	5.608784	5.655804	5.700401	5.72503	5.615956	5.745931
"TMEM179B"	7.871572	8.022082	7.961165	7.929637	8.356747	8.386946	8.534714	8.501383	8.238615	8.420312
"SECTM1"	6.205813	5.913223	7.153654	6.88744	6.415616	5.903928	6.197578	5.608058	6.026868	5.932636
"OTC"	5.666762	5.615792	5.54633	5.424216	5.674005	5.612972	5.531303	5.708841	5.554784	5.569804
"FMNL2"	6.040735	6.057964	6.780425	6.421159	6.036475	5.773238	5.550196	6.268407	5.995335	5.76385
"CHUK"	7.746961	7.925996	8.236702	8.112777	8.061136	8.366879	7.059039	7.908617	8.171151	7.818488
"SAMD10"	6.445002	6.63586	6.550484	6.663312	6.554754	7.127971	6.972674	6.946475	7.189337	6.924544
"PITX1"	5.581218	5.289735	5.480799	5.535802	5.591576	5.419962	5.470348	5.370651	5.439655	5.360716
"C1orf54"	5.876121	5.705783	5.904298	5.672864	5.787457	5.842637	5.878113	5.804314	5.80927	5.740538
"ADCK1"	6.914227	6.765995	6.707698	6.902215	6.603927	6.714387	7.313871	6.960596	7.063966	6.779332
"AEN"	5.692024	5.568345	5.658528	5.624759	5.773492	5.426473	5.613954	5.70126	5.645663	5.624452
"FOXO1"	6.792207	6.971263	6.827797	7.272311	7.050153	7.003698	6.937432	6.874572	7.125564	7.535793
"BBS7"	6.620233	6.551693	6.722768	6.678508	6.476901	6.153098	6.112189	6.563037	6.597884	6.330559
"PPP1R21"	5.609488	5.585012	5.653878	5.572186	5.624885	5.451379	5.702589	5.801483	5.614691	5.649427
"TADA3"	6.247076	6.18554	6.259882	6.333554	6.223444	6.436457	6.715873	6.352314	6.403824	6.315508
"RELL1"	8.180267	8.032259	8.10493	8.386946	8.268943	7.974977	8.213336	7.797625	7.902126	7.912586
"FKBP8"	9.614105	9.592783	9.393056	9.87575	10.12979	10.233147	10.542305	10.08319	10.295563	10.162298
"NHLH1"	5.530814	5.523201	5.533244	5.553252	5.642633	5.569665	5.399395	5.669578	5.595456	5.581962
"DARC"	5.479721	5.5169	5.543397	5.648565	5.75074	5.771007	5.520476	5.572513	5.495705	5.645089
"SCN7A"	5.738141	5.552572	5.75489	5.854734	5.535444	5.493275	5.743947	5.699114	5.699215	5.659881
"PPWD1"	5.542597	5.230751	5.632868	5.713654	5.553444	5.259551	5.420428	5.485477	5.47453	5.496753
"FANCE"	6.683771	6.70649	6.629749	6.633902	6.246167	6.670942	6.929087	6.460032	6.507055	6.841861
"ALDH4A1"	5.705908	5.677359	5.945716	5.916993	5.783931	5.833191	5.756954	5.839178	5.670454	5.771741
"TMEM97"	9.699801	9.276935	9.992109	9.894681	9.280717	8.314917	9.284224	9.483442	8.831933	9.04355
"TMEM53"	6.835185	6.680376	6.445145	6.585047	6.659926	6.685782	6.905177	6.722639	6.573925	6.819487
"CUL4B"	6.889861	6.823305	7.034524	6.870057	7.022333	6.850847	6.211426	6.898129	6.587402	6.586737
"BHLHA9"	5.508046	5.674046	5.758388	5.944663	5.715574	5.758696	5.969012	5.832682	5.823774	6.023976
"SYT17"	5.663444	5.523163	5.664791	5.572435	5.66899	5.770344	5.522417	5.694703	5.620431	5.716194
"NAB1"	6.798131	6.792037	7.145503	7.055928	6.885511	6.900141	6.283246	6.815935	7.019974	6.566592
"SURF1"	8.139486	8.540787	7.960566	7.631782	7.978817	8.626007	8.585025	8.015835	8.538912	8.207746
"ANXA2"	13.310975	13.235201	13.688615	13.514791	13.187523	13.777092	13.745166	13.636633	13.854503	13.573416
"FBXO42"	6.417218	6.388823	6.460967	6.494616	6.632812	6.560045	6.574102	6.414111	6.490389	6.469954
"KCNF1"	5.841367	5.78892	5.71714	5.855778	5.855052	5.954997	6.059387	5.904296	6.218075	6.696953
"MTHFR"	5.635499	5.411872	5.567595	5.652919	5.640254	5.546482	5.454453	5.295448	5.412449	5.313658
"CNNM1"	5.63244	5.682066	5.631166	5.654739	5.614262	5.70188	5.692087	5.756512	5.615191	5.701687
"MAP1S"	6.47587	6.455097	6.474174	6.654861	6.50122	6.522798	6.637534	6.402687	6.27815	6.358867
"PGR"	5.515743	5.533105	5.581666	5.506399	5.554178	5.375813	5.497847	5.588495	5.462017	5.553106
"CD53"	7.359944	6.851471	6.315258	6.750971	6.977066	6.417142	6.704092	6.708686	6.603052	6.015463
"SGCG"	5.700906	5.676287	5.772425	5.852631	5.915325	5.778417	5.809589	5.807637	5.716043	5.757615
"COPS3"	10.374835	10.544561	10.515338	10.316325	10.217922	10.177393	10.30154	10.433237	10.293458	10.272035
"STX2"	5.546878	5.565004	5.579626	5.496132	5.407377	5.33351	5.634742	5.700341	5.47601	5.443515
"CNTNAP1"	5.326867	5.837071	5.821664	5.803132	5.71353	5.829175	5.78207	5.591332	5.768175	5.736009
"SEC61G"	11.590939	11.550606	12.448511	12.192419	11.88267	11.089314	11.427753	11.751545	11.084054	11.492634
"NDUFA9"	12.013426	12.023273	12.12308	12.331273	12.168144	12.288615	12.456537	12.246221	12.435377	12.206649
"NOXA1"	7.79582	7.760146	7.65791	7.559422	7.30088	7.095724	7.546189	7.26722	6.996397	7.079067
"STAT2"	6.889464	6.764067	7.980506	8.25272	7.131972	6.71864	7.072575	7.085099	6.916932	6.595713
"RHBDF1"	9.058726	9.214382	8.921758	9.338962	8.912729	9.527872	9.180583	9.061481	8.955632	9.198333
"CDK1"	6.529747	6.218055	6.618944	6.541299	6.524331	5.84428	6.172537	6.39927	6.080057	5.975491
"CNOT4"	6.843992	6.864227	7.107036	7.097482	7.057578	6.557196	6.412495	6.840576	6.646262	6.604536
"TMEM57"	8.661722	8.886867	8.858262	8.571709	8.922673	8.640945	8.348397	8.957461	9.020282	8.888926
"NDUFA10"	11.830833	11.949111	11.344318	11.393913	11.381789	11.684127	11.830833	11.663518	11.439263	11.417592
"FAAH"	7.566966	7.497486	7.125774	7.284093	7.160886	7.361253	7.614738	7.486614	7.068824	7.360796
"DGKE"	5.833334	5.987579	5.928146	5.955825	5.855207	6.180007	5.822229	5.801291	5.8418	6.011179
"HKDC1"	8.969544	9.282318	8.494334	8.767992	8.221473	10.212173	10.153735	9.202762	9.874875	9.817806
"TMEM246"	6.724223	6.687156	6.544111	6.457747	6.502726	6.539494	7.155733	6.748655	6.626018	6.696459
"RSF1"	6.129906	6.046256	6.252616	6.221045	5.926629	6.182701	5.627376	6.068973	6.280396	5.950673
"GPR22"	5.668851	5.898581	5.884241	5.799488	5.554103	6.042158	5.770344	5.591304	5.895103	6.009351
"SP8"	5.767086	5.676767	5.758718	5.928767	6.115452	5.845668	5.958324	5.773983	5.730582	5.735902
"NKTR"	6.347166	6.267129	6.01256	5.813249	6.227026	5.917022	6.554359	6.300141	6.016928	5.824293
"MUSTN1"	5.715606	5.587094	5.578207	5.647533	5.785994	5.63033	5.558548	5.791866	5.456409	5.50113
"IFITM3"	8.837581	8.448087	11.17698	10.634119	10.030987	8.307669	8.238615	8.877131	7.49791	7.866082
"GYS1"	5.695323	5.725244	5.721436	5.617369	5.624062	5.740151	5.721989	5.646216	5.776566	5.900953
"ACSF3"	7.429939	7.219826	6.980143	7.208188	7.332356	7.404018	8.129314	7.540163	7.487504	7.384649
"LTC4S"	6.025201	6.085316	5.869924	5.847425	5.626011	5.838607	5.693842	5.614889	5.747538	5.84845
"FOXI1"	5.646128	5.552143	5.568453	5.534227	5.674697	5.595387	5.707798	5.587266	5.618825	5.589987
"CXCR3"	5.889089	5.691168	5.593028	5.784419	5.765088	5.654608	6.032214	5.770446	5.542876	5.506511
"E2F7"	5.64863	5.614759	5.735674	5.863966	5.429279	5.733574	5.712424	5.586963	5.593307	5.531728
"RRAS"	8.070269	8.250119	7.985292	8.22508	8.306896	8.258612	8.350308	7.999364	8.00781	8.270707
"TMEM98"	8.667543	8.636292	8.503872	8.919194	9.232308	9.820064	9.355982	9.307581	9.490614	9.468161
"OR6B1"	5.670592	5.539165	5.561304	5.537121	5.584089	5.541029	5.394512	5.730707	5.387828	5.507386
"DGKA"	9.827156	9.647121	10.091094	10.558459	10.05936	10.177844	9.831467	10.373153	10.411063	10.360559
"CCNB1"	7.577517	7.117119	7.91224	7.717493	7.144291	6.382822	6.15366	7.029089	6.467347	6.2955
"LUC7L2"	6.73965	6.548736	6.755274	6.85145	6.479613	6.380029	6.329379	6.766085	6.636068	6.50079
"C5"	5.79089	5.677593	5.691168	5.579595	5.627327	5.559251	5.590918	5.711521	5.576265	5.793492
"THBS1"	5.770623	5.74661	5.672301	5.794179	5.943947	5.832843	5.694245	5.826611	5.786954	5.702781
"CIB2"	6.153255	6.131974	5.879717	5.910114	6.162473	5.562932	6.027221	6.274681	5.659777	5.975084
"MCM3AP"	5.666892	5.521818	5.660197	5.519777	5.681788	5.643701	5.575581	5.624834	5.555414	5.602644
"CSPG4"	5.915392	5.887611	5.918135	5.778725	5.765182	6.06151	5.997351	5.89339	5.927411	5.900557
"RPL22"	9.205756	9.182607	8.397248	8.463766	9.504576	8.978058	9.2363	9.557798	9.279546	9.38482
"GPRC5C"	5.635641	5.558566	5.479853	5.568497	5.606188	5.536382	5.488093	5.508261	5.603423	5.541178
"CENPK"	6.12126	6.057897	6.1975	5.98038	5.914925	5.758857	5.832872	6.130643	5.866366	5.742423
"CHAD"	5.611438	5.485262	5.608732	5.712034	5.75521	5.699729	5.634102	5.795324	5.610486	5.869806
"ELF1"	8.033556	8.115113	8.311358	8.201884	8.418471	8.756793	7.224611	8.18711	8.384274	8.38226
"ATP8B2"	5.567158	5.763633	5.704351	5.867245	5.739524	5.795425	5.529862	5.446117	5.594647	5.572407
"ZFAND2B"	7.705818	7.731923	7.353368	7.470796	7.566017	8.150058	8.349887	7.873791	8.118539	8.089161
"PITPNB"	9.794507	9.64603	9.570984	9.351877	9.137467	8.904262	9.354739	9.40329	9.509179	9.194774
"SLC12A9"	6.146617	6.102575	6.029068	6.265115	6.066004	6.2192	6.227514	6.259931	6.153532	6.252865
"RAC1"	8.204898	8.167102	8.022444	8.354868	8.145931	8.457736	8.511909	8.199919	8.68373	8.573625
"NKX1-2"	6.044614	5.684008	5.670384	5.717169	5.826847	5.726622	5.739293	5.908005	5.735573	5.731658
"MAP2K3"	10.720016	10.661615	10.793817	11.43532	10.967828	11.03234	11.225374	10.910092	11.178573	11.035307
"ARHGAP36"	5.597986	5.66066	5.476094	5.709658	5.54509	5.742956	5.628513	5.652339	5.707098	5.558087
"GPR135"	5.59494	5.558013	5.498509	5.536586	5.603852	5.516796	5.496738	5.755761	5.677303	5.616189
"IL7R"	5.773723	5.603812	5.701111	5.736731	5.833757	5.724679	5.709999	5.738387	5.729686	5.569697
"MRPL18"	7.83171	7.436148	7.770063	7.361557	7.690533	7.509435	7.94693	7.604842	7.693654	7.596496
"PPP1R14A"	6.102951	5.922497	5.572603	5.717987	5.909186	6.178284	6.490517	6.048887	6.120574	6.505646
"OR10V1"	5.739858	5.736865	5.664386	5.673681	5.30849	5.595231	5.906805	5.446483	5.648549	5.62642
"OLFM2"	5.781202	5.784114	5.760351	5.581291	5.623059	5.771714	5.60808	5.890449	5.69548	5.60725
"CCDC101"	8.828174	9.006563	8.264116	8.064497	7.964374	8.301721	8.712971	8.524315	8.380975	8.418471
"ZFAND1"	6.613904	6.422974	6.220793	6.433056	6.365854	6.013137	6.410036	6.349264	6.612734	6.454329
"SLC25A5"	13.769941	13.75482	13.92569	14.037455	13.854503	13.975087	14.128481	13.580813	14.000979	13.910238
"ACVR1"	7.826158	7.737387	7.887196	7.974301	7.735603	7.49887	7.801504	7.79239	7.605049	7.724867
"APBA3"	7.707519	7.669459	7.745961	8.04522	7.996549	7.748977	8.594687	8.054232	7.736205	7.933846
"EFCAB11"	5.863535	5.646251	5.616412	5.739823	5.462459	5.626513	5.687937	5.611691	5.546907	5.503645
"FBXO6"	10.069231	10.058946	10.009714	9.763331	10.079297	10.565352	10.872283	10.418868	10.850869	10.822326
"NGF"	5.644637	5.65771	5.657079	5.539899	5.580674	5.628093	5.707548	5.586072	5.647329	5.67557
"FAF2"	7.838689	7.900803	7.823567	8.266067	7.961591	7.912586	7.569982	8.080541	7.777819	7.612799
"NUDT14"	6.622635	6.768441	6.548642	6.386883	6.424003	7.06569	7.228883	6.502335	6.947266	6.637534
"LCN12"	5.59023	5.504029	5.552833	5.717398	5.674343	5.622467	5.441058	5.712354	5.613418	5.660181
"DHCR7"	7.520673	7.516173	7.419468	7.721344	7.770344	7.668816	8.212022	7.866082	7.871572	7.787011
"ANKRA2"	5.729206	5.64505	5.509385	5.31653	5.627604	5.604537	5.565102	5.486074	5.495014	5.6533
"NT5DC2"	5.886888	5.753571	5.864377	5.626834	5.701404	5.359617	5.60621	5.707008	5.584345	5.410063
"DPY19L3"	5.656087	5.441844	5.559193	5.520558	5.840588	5.534474	5.674152	5.628148	5.521519	5.685775
"LAT"	5.809557	5.86068	5.881212	5.938915	5.861607	5.915835	5.764827	6.003735	5.688302	5.748252
"RUNDC3B"	7.019042	7.494411	6.884825	7.291896	7.475031	7.380605	7.050741	7.040813	7.115357	6.995943
"KIF5B"	5.596632	5.482777	5.612583	5.578227	5.707544	5.58132	5.744417	5.536322	5.537916	5.601129
"CD59"	5.725827	5.682193	5.558762	5.502111	5.834922	5.688243	5.749866	5.797174	5.723294	5.857877
"SS18L1"	5.915715	6.018159	6.065693	5.981232	5.999695	6.018209	6.181931	5.838202	6.077606	5.981538
"F9"	5.762399	5.47475	5.661773	5.718978	5.644868	5.793895	5.610032	5.535042	5.656486	5.639336
"BCKDHB"	6.539128	6.831366	6.592481	6.113143	6.306652	6.337112	6.149882	6.28301	6.616836	6.385546
"EMC6"	9.722358	9.606353	9.480992	9.494948	10.158701	9.546486	9.998149	9.834963	9.718813	9.849508
"BCL10"	9.697739	9.89285	9.839509	9.984516	10.167883	9.989188	9.751538	9.623388	10.219079	10.120052
"SEPN1"	6.319312	6.154018	5.969579	6.185471	6.290603	5.997787	6.364283	6.367724	6.031831	6.150126
"KLHL7"	6.47539	6.805249	7.026372	7.182348	7.222896	6.894451	6.063816	7.006306	7.317129	7.037916
"UBE2D4"	5.535663	5.653618	5.614865	5.591673	5.466542	5.625626	5.690287	5.410312	5.735977	5.635292
"AREL1"	9.30716	9.183476	9.564967	9.900219	9.384233	9.170345	8.903747	9.239981	8.946433	9.109543
"LPAR2"	5.519537	5.48703	5.59751	5.491459	5.653846	5.573185	5.595723	5.63409	5.502045	5.421979
"TBC1D12"	5.629978	5.679691	5.701264	5.600761	5.799861	5.723771	5.629815	5.729977	5.829727	5.547732
"MAGED1"	9.941682	9.820627	9.898389	9.831741	9.496727	7.714704	9.239981	9.188516	8.560011	8.972795
"FAM210A"	5.494551	5.461476	5.507853	5.576236	5.727441	5.504922	5.509444	5.531269	5.536616	5.605922
"SCML4"	7.141725	7.13301	7.00864	6.936892	7.452713	7.267524	7.149432	7.405419	7.604054	7.805471
"KRT17"	5.671433	5.51131	5.554712	5.563334	5.82414	5.528488	5.739397	5.63642	5.331976	5.438116
"RARA"	5.807315	5.534159	5.61747	5.599622	5.619241	5.797075	5.820128	5.64121	5.804984	5.666549
"ALPL"	5.973711	5.899022	5.956199	5.819755	5.744211	5.953487	5.848738	5.574415	5.831863	5.662179
"TMEM45B"	12.883739	12.91666	12.93925	13.013484	13.252324	13.477077	13.264542	13.247627	13.483701	13.437773
"HYOU1"	6.505594	6.44059	6.850716	6.831185	6.437102	6.063312	6.427058	6.477748	6.221711	6.363675
"DMC1"	5.533443	5.565706	5.508984	5.419321	5.656992	5.510763	5.401952	5.543516	5.428945	5.511588
"CASC5"	5.985042	5.882488	5.812068	5.681546	5.858724	5.598869	5.648099	5.739918	5.531771	5.526616
"RAMP2"	5.550574	5.872955	5.721197	5.882644	5.553359	5.974492	5.950244	5.801097	5.848988	5.974863
"SUPT5H"	8.502074	8.520314	8.317583	8.626298	8.263462	8.194215	8.501028	8.686488	8.441551	8.414419
"MOK"	5.759889	5.684545	5.663718	5.487347	5.789141	5.617545	5.721202	5.666208	5.613653	5.647072
"PRAM1"	5.63824	5.474632	5.564994	5.556208	5.580323	5.566996	5.353618	5.544334	5.576427	5.636364
"BICC1"	5.882149	5.753492	5.533481	5.696929	5.80603	5.62981	5.837659	5.979557	5.615578	5.634593
"SPTBN2"	6.106734	6.347901	5.612706	5.925732	6.219627	5.840229	6.187489	6.352626	5.997694	6.317427
"C9orf85"	7.961236	7.807136	7.970547	7.902633	7.757981	7.702515	7.197471	7.573763	7.89101	7.742213
"GYG1"	7.181976	7.030329	7.013077	6.897484	7.434686	6.941919	7.203796	6.775249	7.316602	7.105246
"CCL25"	6.829749	6.770449	6.452905	6.513869	6.390566	7.42954	7.38104	6.911082	7.09722	6.975482
"POMGNT1"	6.171129	6.046203	6.046029	6.010978	6.186497	5.985917	6.159832	6.120385	5.966891	6.034803
"FAM212A"	5.687552	5.767432	5.848397	5.695612	5.54594	5.840957	5.8378	5.547539	5.707615	5.839537
"CHRM5"	5.589157	5.65816	5.4893	5.6195	5.627895	5.536967	5.467939	5.868604	5.503492	5.587592
"RCVRN"	5.692522	5.67288	5.646558	5.545294	5.516629	5.721107	5.753936	5.479587	5.511372	5.612386
"GINS1"	6.347774	6.1182	6.468026	6.139543	6.169629	5.856361	6.156739	6.075675	5.977964	5.662535
"GM2A"	8.357972	8.366879	7.964374	8.194721	8.664945	7.754358	8.407495	8.305611	7.709872	7.863387
"RAB35"	9.967839	9.576797	9.607215	9.404862	9.707571	9.99691	9.916096	9.712181	9.749335	9.578822
"OR4C6"	5.565268	5.399082	5.551362	5.702498	5.613711	5.459709	5.513354	5.553921	5.329456	5.548423
"IMPA2"	7.730124	7.338153	7.433231	7.483745	7.318445	7.334897	7.809566	7.42797	7.213306	7.144326
"OPLAH"	7.283374	7.303777	6.763859	6.909671	7.160246	7.390791	7.886391	7.391737	7.563935	7.577312
"NEK8"	7.379527	7.317935	7.213838	7.324428	7.937491	7.144796	7.79582	7.548508	7.532582	7.54656
"BCAS1"	11.047816	10.833398	11.124226	11.386073	11.207792	11.532447	11.223092	11.646543	11.264505	11.501753
"RINL"	5.690014	5.915631	5.874178	5.75895	5.454241	5.758441	5.641146	5.64642	5.738923	5.812817
"EBI3"	5.895515	5.714251	5.841622	5.897447	5.867466	6.090322	5.785472	5.848892	5.74787	5.895473
"HOXD3"	5.71451	5.660824	5.75265	5.941254	5.919182	5.590372	5.639756	5.724511	5.565886	5.51213
"ILK"	7.268047	7.172359	7.038721	7.375837	7.440543	7.323138	7.497133	7.358318	7.390306	7.421736
"PPM1L"	6.751687	6.833669	6.700107	6.73756	6.584053	6.76929	7.041851	6.786884	6.540647	6.651101
"ELFN2"	6.025774	5.899404	5.873088	5.854698	5.879238	5.973449	6.030171	5.828067	5.985355	5.911647
"EFNA5"	5.574833	5.586247	5.479826	5.595123	5.656549	5.621022	5.61661	5.811235	5.47443	5.527501
"HSP90AA1"	6.966031	6.776071	7.227334	6.847197	7.034051	6.361016	6.639504	6.902317	6.65374	6.607563
"EFCAB14"	7.587928	7.67216	7.628066	7.838474	7.693981	7.485101	7.414	7.711595	7.610281	7.724495
"PTPRF"	7.712936	7.912853	7.556714	8.013552	7.736821	7.591038	8.36174	8.185403	7.72016	7.791656
"CTH"	6.865134	6.86405	6.631199	6.587125	6.885254	6.775049	6.943316	6.559989	7.171735	6.920341
"NEU2"	7.213306	7.183256	6.676743	6.704092	7.539529	6.853133	7.837984	7.567719	7.569982	7.727612
"TRIM67"	5.657748	5.729554	5.575365	5.551059	5.840541	5.605326	5.535458	5.518098	5.59853	5.740179
"PTX3"	5.520365	5.725772	5.536169	5.801291	5.950302	5.701588	5.802524	5.551684	5.586884	5.682931
"PANK2"	8.297819	8.356387	8.778585	8.651572	8.783436	8.645572	9.051542	8.74122	8.849335	8.732136
"EGR1"	11.550606	11.612617	11.153751	11.361309	9.842307	11.007643	10.012443	10.23092	10.887755	10.955743
"ANKAR"	12.266039	11.05166	8.494614	10.943666	10.248962	7.279089	8.221056	7.931073	7.742375	7.386219
"RHOT2"	8.248673	8.208305	7.932126	8.17044	7.92539	8.326403	8.467173	8.114366	8.180037	8.273404
"XKR8"	5.714786	5.656527	5.768851	5.886208	5.80597	5.640438	5.588709	5.664309	5.623484	5.777796
"MANEA"	6.787561	7.168718	7.255318	7.501825	7.322617	6.949949	6.545425	7.190428	7.05394	6.93834
"P2RY6"	8.807608	8.694333	8.617059	8.242704	8.897214	7.799691	9.166779	8.913498	8.584293	8.776879
"CCT4"	11.003045	10.933324	10.871394	10.621335	10.852237	10.632167	10.406556	10.837127	10.494118	10.738048
"RIN2"	7.766357	7.861455	7.508757	7.436504	7.541372	7.266467	7.302163	7.425674	7.845992	7.552778
"STBD1"	5.774988	5.775451	5.730269	5.788305	5.654942	5.792468	5.512587	5.604551	5.705633	5.54515
"SLAMF9"	5.68906	5.694422	5.698334	5.783558	5.559559	5.876844	5.822698	5.643996	5.821693	5.778285
"SEL1L3"	9.774791	9.799724	10.081923	10.381335	10.177393	10.068554	9.841321	10.25231	9.752983	9.828738
"SPDL1"	6.407098	6.039867	6.685638	6.435078	6.368618	5.820401	5.683315	6.335377	6.058316	5.925306
"NR1H3"	6.337448	6.487702	6.255056	6.299752	6.498604	6.820945	7.37099	6.4788	6.754999	6.810632
"TMEM230"	8.327001	8.469761	8.091684	8.28181	8.502043	8.673523	8.584293	8.286732	8.543963	8.867844
"ATG12"	8.930802	8.985288	8.855345	9.065913	8.952165	9.090577	8.749311	8.644626	9.155336	9.280717
"JDP2"	5.911647	5.483681	5.704379	5.611513	5.821231	5.547537	5.635638	6.217934	5.634222	5.418625
"FIGNL1"	6.513328	6.389754	7.077655	6.400878	6.515552	5.810177	5.697615	6.283328	5.996976	5.838309
"ITGB5"	7.921514	8.157287	7.946461	7.79239	8.204551	8.078093	8.503802	7.471373	7.612513	7.945431
"LACTBL1"	5.669358	5.597704	5.542733	5.47236	5.306247	5.597358	5.339056	5.471849	5.555328	5.491421
"DMAP1"	8.388274	8.375053	8.150384	8.247957	8.134511	8.114803	8.597333	8.319572	8.329705	8.371822
"ANKMY2"	9.490726	9.634087	9.290436	9.41573	9.775462	9.430792	9.363033	9.733871	9.49544	9.506008
"CNBP"	5.636091	5.617895	5.575432	5.710441	5.678809	5.52487	5.665172	5.561393	5.665279	5.652884
"MAP4K3"	9.11797	9.340802	9.297242	9.885343	9.60577	9.469979	8.512298	9.294841	9.602843	9.511132
"FYN"	5.655744	5.45493	5.521074	5.595684	5.586403	5.516763	5.588379	5.505369	5.501142	5.40237
"ATP6V1E1"	11.425816	11.817718	11.541287	11.264505	11.663518	11.731278	12.038506	11.433654	11.967014	11.803532
"STRADB"	6.985854	6.870211	6.858787	6.761283	7.054208	7.183529	7.323034	7.023346	7.072359	7.062878
"RNF186"	8.773669	8.888504	8.925284	8.845816	9.947241	9.27132	10.437444	9.830757	9.988316	9.88911
"ALAS1"	12.666824	12.27637	12.712709	12.898649	12.593989	12.231496	12.698988	11.869776	12.165024	12.058189
"MRPL38"	9.876962	9.793633	9.677583	9.260246	9.544289	9.320261	10.056187	9.526504	9.387313	9.33942
